"","alp","testrmse2"
"1",0,0.255009114599255
"2",0.1,0.241349566960883
"3",0.2,0.240890584685018
"4",0.3,0.241171964530187
"5",0.4,0.240371512007025
"6",0.5,0.239895726715737
"7",0.6,0.241125505695029
"8",0.7,0.240519491095313
"9",0.8,0.239805899398291
"10",0.9,0.240148988050376
"11",1,0.240140783157595
