"","maxi","testrmse2"
"1",0.1,0.235531729047317
"2",0.2,0.235367028226432
"3",0.3,0.235382767929308
"4",0.4,0.235382767929308
"5",0.5,0.235382767929308
"6",0.6,0.235382767929308
"7",0.7,0.235382767929308
"8",0.8,0.235382767929308
"9",0.9,0.235382767929308
"10",1,0.235382767929308
